condition,task,run,model,timestamp,success,input_tokens,input_tokens_cached,output_tokens,total_cost_usd,wall_clock_seconds,turn_count,command_count,error_count
kubectl-axi,diagnose_pvc,1,gemini-3.1-pro-preview,2026-07-10T03:03:32.489Z,true,87639,56317,600,0.0980025,23.788,8,4,0
kubectl-axi,diagnose_pvc,2,gemini-3.1-pro-preview,2026-07-10T03:04:09.840Z,true,75956,48286,513,0.085639,23.894,7,4,0
kubectl-axi,diagnose_pvc,3,gemini-3.1-pro-preview,2026-07-10T03:05:06.677Z,true,76652,48295,414,0.0858295,41.658,7,5,0
kubectl-axi,diagnose_pvc,4,gemini-3.1-pro-preview,2026-07-10T03:05:40.791Z,true,64882,40221,555,0.0760925,18.762,8,5,0
kubectl-axi,diagnose_pvc,5,gemini-3.1-pro-preview,2026-07-10T03:07:16.355Z,true,43596,24138,444,0.056313,81.716,7,5,0
kubectl-axi,diagnose_unschedulable,1,gemini-3.1-pro-preview,2026-07-10T03:07:59.037Z,true,53855,32195,337,0.0634615,28.921,6,3,0
kubectl-axi,diagnose_unschedulable,2,gemini-3.1-pro-preview,2026-07-10T03:08:57.223Z,true,53063,32208,410,0.062734,42.882,5,2,0
kubectl-axi,diagnose_unschedulable,3,gemini-3.1-pro-preview,2026-07-10T03:09:21.621Z,true,42204,24149,335,0.0522045,11.241,5,2,0
kubectl-axi,diagnose_unschedulable,4,gemini-3.1-pro-preview,2026-07-10T03:09:50.435Z,false,52905,32206,324,0.061389,20.518,5,4,0
kubectl-axi,diagnose_unschedulable,5,gemini-3.1-pro-preview,2026-07-10T03:10:17.526Z,false,64303,32203,387,0.0849455,18.86,6,4,0
kubectl-axi,diagnose_rollout,1,gemini-3.1-pro-preview,2026-07-10T03:10:47.991Z,true,53781,32217,317,0.0630405,17.648,5,4,0
kubectl-axi,diagnose_rollout,2,gemini-3.1-pro-preview,2026-07-10T03:11:24.663Z,true,65378,40262,479,0.076111,22.573,6,4,0
kubectl-axi,diagnose_rollout,3,gemini-3.1-pro-preview,2026-07-10T03:12:07.584Z,true,77606,48306,640,0.090433,28.758,7,4,0
kubectl-axi,diagnose_rollout,4,gemini-3.1-pro-preview,2026-07-10T03:12:43.442Z,true,76278,48289,572,0.0869865,22.687,7,4,0
kubectl-axi,diagnose_rollout,5,gemini-3.1-pro-preview,2026-07-10T03:13:15.917Z,true,64637,40251,346,0.0730495,18.683,6,4,0
kubectl-axi,diagnose_imagepull,1,gemini-3.1-pro-preview,2026-07-10T03:13:51.522Z,true,75576,48281,386,0.0833625,22.688,7,4,0
kubectl-axi,diagnose_imagepull,2,gemini-3.1-pro-preview,2026-07-10T03:14:18.379Z,true,63531,40237,390,0.0713865,13.797,6,3,0
kubectl-axi,diagnose_imagepull,3,gemini-3.1-pro-preview,2026-07-10T03:14:55.656Z,true,74703,48269,362,0.0813465,23.103,7,4,0
kubectl-axi,diagnose_imagepull,4,gemini-3.1-pro-preview,2026-07-10T03:15:20.004Z,true,42064,16109,273,0.0632405,11.417,4,2,0
kubectl-axi,diagnose_imagepull,5,gemini-3.1-pro-preview,2026-07-10T03:15:49.015Z,true,53578,32214,385,0.063455,16.6,5,2,0
kubectl-axi,cluster_triage,1,gemini-3.1-pro-preview,2026-07-10T03:16:33.044Z,true,59958,28241,800,0.0871545,27.083,5,2,0
kubectl-axi,cluster_triage,2,gemini-3.1-pro-preview,2026-07-10T03:17:25.493Z,true,65609,40363,1247,0.0856375,35.997,8,5,0
kubectl-axi,cluster_triage,3,gemini-3.1-pro-preview,2026-07-10T03:18:29.067Z,true,133497,92768,1471,0.145494,47.786,10,7,0
kubectl-axi,cluster_triage,4,gemini-3.1-pro-preview,2026-07-10T03:19:03.519Z,true,35002,16144,631,0.05336,19.248,4,1,0
kubectl-axi,cluster_triage,5,gemini-3.1-pro-preview,2026-07-10T03:19:46.466Z,true,49614,32284,1080,0.063762,28.279,6,3,0
kubectl-axi,healthy_namespace_check,1,gemini-3.1-pro-preview,2026-07-10T03:20:17.944Z,true,52237,32197,306,0.0598505,17.481,5,2,0
kubectl-axi,healthy_namespace_check,2,gemini-3.1-pro-preview,2026-07-10T03:20:54.390Z,true,73579,48255,369,0.0792035,23.646,7,4,0
kubectl-axi,healthy_namespace_check,3,gemini-3.1-pro-preview,2026-07-10T03:21:19.823Z,true,31130,16102,242,0.041011,12.841,4,1,0
kubectl-axi,healthy_namespace_check,4,gemini-3.1-pro-preview,2026-07-10T03:21:50.866Z,true,51656,32190,271,0.058279,18.022,5,4,0
kubectl-axi,healthy_namespace_check,5,gemini-3.1-pro-preview,2026-07-10T03:22:19.581Z,true,52244,32197,229,0.0589405,16.107,5,4,0
kubectl-axi,diagnose_oom,1,gemini-3.1-pro-preview,2026-07-10T03:22:48.949Z,true,42980,24158,428,0.054859,16.574,5,2,0
kubectl-axi,diagnose_oom,2,gemini-3.1-pro-preview,2026-07-10T03:23:21.698Z,true,41729,24160,206,0.04969,20.212,4,3,0
kubectl-axi,diagnose_oom,3,gemini-3.1-pro-preview,2026-07-10T03:23:54.621Z,true,63384,40235,396,0.0711675,19.812,6,3,0
kubectl-axi,diagnose_oom,4,gemini-3.1-pro-preview,2026-07-10T03:24:16.333Z,true,30833,16111,173,0.0395755,9.036,3,2,0
kubectl-axi,diagnose_oom,5,gemini-3.1-pro-preview,2026-07-10T03:24:42.936Z,true,31102,16114,202,0.040457,10.616,3,2,0
kubectl-axi,diagnose_endpoints,1,gemini-3.1-pro-preview,2026-07-10T03:25:14.207Z,true,42014,24164,489,0.05365,16.27,4,1,0
kubectl-axi,diagnose_endpoints,2,gemini-3.1-pro-preview,2026-07-10T03:25:43.014Z,false,64478,40249,499,0.0745705,20.594,6,3,0
kubectl-axi,diagnose_endpoints,3,gemini-3.1-pro-preview,2026-07-10T03:26:09.248Z,true,41541,24157,232,0.0496305,12.853,4,3,0
kubectl-axi,diagnose_endpoints,4,gemini-3.1-pro-preview,2026-07-10T03:26:42.198Z,true,63003,40232,315,0.069438,17.557,6,3,0
kubectl-axi,diagnose_endpoints,5,gemini-3.1-pro-preview,2026-07-10T03:27:09.805Z,true,53433,32190,362,0.062925,15.189,6,3,0
kubectl-axi,diagnose_readiness,1,gemini-3.1-pro-preview,2026-07-10T03:27:41.713Z,true,52584,32202,332,0.060849,17.946,5,3,0
kubectl-axi,diagnose_readiness,2,gemini-3.1-pro-preview,2026-07-10T03:28:32.360Z,true,41954,24163,401,0.0524755,37.195,4,3,0
kubectl-axi,diagnose_readiness,3,gemini-3.1-pro-preview,2026-07-10T03:29:09.678Z,true,52926,32183,256,0.0606495,23.928,6,3,0
kubectl-axi,diagnose_readiness,4,gemini-3.1-pro-preview,2026-07-10T03:29:52.064Z,true,67432,40257,502,0.0805025,29.019,7,4,0
kubectl-axi,diagnose_readiness,5,gemini-3.1-pro-preview,2026-07-10T03:30:38.263Z,false,90123,56346,433,0.100923,37.975,8,5,0
kubectl-axi,diagnose_crashloop,1,gemini-3.1-pro-preview,2026-07-10T03:31:23.962Z,true,63995,40243,342,0.0717295,30.133,6,4,0
kubectl-axi,diagnose_crashloop,2,gemini-3.1-pro-preview,2026-07-10T03:32:12.149Z,true,53649,32187,497,0.0649815,34.768,7,4,0
kubectl-axi,diagnose_crashloop,3,gemini-3.1-pro-preview,2026-07-10T03:32:47.802Z,true,54396,36232,461,0.059976,19.949,6,3,0
kubectl-axi,diagnose_crashloop,4,gemini-3.1-pro-preview,2026-07-10T03:33:21.597Z,true,63761,40240,394,0.07189,20.461,6,3,0
kubectl-axi,diagnose_crashloop,5,gemini-3.1-pro-preview,2026-07-10T03:33:57.375Z,true,65967,40241,366,0.0759645,21.404,7,4,0
kubectl-axi,diagnose_multicontainer,1,gemini-3.1-pro-preview,2026-07-10T03:34:41.601Z,true,64121,40246,384,0.072481,31.257,6,3,0
kubectl-axi,diagnose_multicontainer,2,gemini-3.1-pro-preview,2026-07-10T03:35:10.020Z,true,42713,24172,175,0.051268,15.318,4,3,0
kubectl-axi,diagnose_multicontainer,3,gemini-3.1-pro-preview,2026-07-10T03:35:44.419Z,true,53619,32192,282,0.062334,17.722,6,4,0
kubectl-axi,diagnose_multicontainer,4,gemini-3.1-pro-preview,2026-07-10T03:36:15.048Z,true,42238,24166,234,0.051035,13.056,4,3,0
kubectl-axi,diagnose_multicontainer,5,gemini-3.1-pro-preview,2026-07-10T03:36:51.680Z,true,54575,32209,330,0.0647965,23.756,6,3,0
kubectl-skill,diagnose_oom,1,gemini-3.1-pro-preview,2026-07-10T02:13:39.399Z,true,29601,12076,236,0.04392,13.735,3,2,0
kubectl-skill,diagnose_oom,2,gemini-3.1-pro-preview,2026-07-10T02:14:13.450Z,true,52263,24156,417,0.073296,21.367,5,2,0
kubectl-skill,diagnose_oom,3,gemini-3.1-pro-preview,2026-07-10T02:14:39.719Z,true,39831,20102,384,0.054117,12.896,5,2,0
kubectl-skill,diagnose_oom,4,gemini-3.1-pro-preview,2026-07-10T02:15:12.486Z,true,30029,12082,212,0.044479,11.438,3,2,0
kubectl-skill,diagnose_oom,5,gemini-3.1-pro-preview,2026-07-10T02:15:56.831Z,true,42034,20130,432,0.059057,28.944,5,2,0
kubectl-skill,diagnose_crashloop,1,gemini-3.1-pro-preview,2026-07-10T02:16:26.768Z,true,51908,24133,448,0.0729925,15.46,6,3,0
kubectl-skill,diagnose_crashloop,2,gemini-3.1-pro-preview,2026-07-10T02:16:54.510Z,true,39771,16093,314,0.0591705,14.603,4,2,0
kubectl-skill,diagnose_crashloop,3,gemini-3.1-pro-preview,2026-07-10T02:17:21.202Z,true,40037,16080,356,0.060226,13.607,6,3,0
kubectl-skill,diagnose_crashloop,4,gemini-3.1-pro-preview,2026-07-10T02:17:54.033Z,true,61044,32141,317,0.0776805,19.879,7,5,0
kubectl-skill,diagnose_crashloop,5,gemini-3.1-pro-preview,2026-07-10T02:18:16.319Z,true,28951,8046,130,0.047393,9.341,3,2,0
kubectl-skill,cluster_triage,1,gemini-3.1-pro-preview,2026-07-10T02:19:35.122Z,true,149105,104307,2396,0.1705015,62.188,30,25,0
kubectl-skill,cluster_triage,2,gemini-3.1-pro-preview,2026-07-10T02:20:40.369Z,true,109571,72275,2137,0.1363735,49.724,22,19,0
kubectl-skill,cluster_triage,3,gemini-3.1-pro-preview,2026-07-10T02:21:47.796Z,true,124962,84776,1970,0.1464,49.875,15,12,0
kubectl-skill,cluster_triage,4,gemini-3.1-pro-preview,2026-07-10T02:22:54.534Z,true,229624,169361,1868,0.2276225,50.479,25,21,1
kubectl-skill,cluster_triage,5,gemini-3.1-pro-preview,2026-07-10T02:24:14.505Z,true,64047,40235,1692,0.0880455,63.822,14,10,0
kubectl-skill,diagnose_pvc,1,gemini-3.1-pro-preview,2026-07-10T02:25:03.604Z,true,83024,52239,526,0.0940015,35.03,8,6,0
kubectl-skill,diagnose_pvc,2,gemini-3.1-pro-preview,2026-07-10T02:25:38.872Z,true,84302,52220,567,0.097078,21.612,9,6,0
kubectl-skill,diagnose_pvc,3,gemini-3.1-pro-preview,2026-07-10T02:26:12.898Z,true,73132,44193,693,0.0882905,20.825,9,6,0
kubectl-skill,diagnose_pvc,4,gemini-3.1-pro-preview,2026-07-10T02:26:49.495Z,true,61179,36190,330,0.072033,22.875,6,5,0
kubectl-skill,diagnose_pvc,5,gemini-3.1-pro-preview,2026-07-10T02:27:32.671Z,true,73593,44238,567,0.087633,23.265,7,5,0
kubectl-skill,node_health,1,gemini-3.1-pro-preview,2026-07-10T02:28:12.166Z,true,29365,12063,328,0.0445715,24.47,4,1,0
kubectl-skill,node_health,2,gemini-3.1-pro-preview,2026-07-10T02:28:51.109Z,true,29281,12072,172,0.042518,25.894,3,2,0
kubectl-skill,node_health,3,gemini-3.1-pro-preview,2026-07-10T02:29:20.715Z,true,40301,20123,277,0.0537415,16.153,4,3,0
kubectl-skill,node_health,4,gemini-3.1-pro-preview,2026-07-10T02:30:20.059Z,true,44709,24183,376,0.0576555,46.076,5,2,0
kubectl-skill,node_health,5,gemini-3.1-pro-preview,2026-07-10T02:30:47.599Z,true,30066,16096,319,0.039816,13.846,4,2,0
kubectl-skill,diagnose_init,1,gemini-3.1-pro-preview,2026-07-10T02:31:19.843Z,true,54026,28180,439,0.07105,18.728,6,3,0
kubectl-skill,diagnose_init,2,gemini-3.1-pro-preview,2026-07-10T02:31:48.013Z,true,53256,28171,388,0.0689115,14.6,6,3,0
kubectl-skill,diagnose_init,3,gemini-3.1-pro-preview,2026-07-10T02:32:16.502Z,true,61711,32176,245,0.078098,15.194,6,3,0
kubectl-skill,diagnose_init,4,gemini-3.1-pro-preview,2026-07-10T02:33:19.203Z,true,39363,20111,254,0.0516075,49.527,4,3,0
kubectl-skill,diagnose_init,5,gemini-3.1-pro-preview,2026-07-10T02:33:44.755Z,true,40992,20133,182,0.0539685,11.137,4,3,0
kubectl-skill,diagnose_endpoints,1,gemini-3.1-pro-preview,2026-07-10T02:34:12.837Z,true,40230,20105,221,0.0529545,12.546,5,4,0
kubectl-skill,diagnose_endpoints,2,gemini-3.1-pro-preview,2026-07-10T02:34:57.294Z,true,70869,36159,554,0.0941475,31.084,7,4,0
kubectl-skill,diagnose_endpoints,3,gemini-3.1-pro-preview,2026-07-10T02:35:27.995Z,true,30269,16087,473,0.0420835,18.127,5,2,0
kubectl-skill,diagnose_endpoints,4,gemini-3.1-pro-preview,2026-07-10T02:36:08.803Z,true,29155,8047,190,0.0485195,24.804,3,2,0
kubectl-skill,diagnose_endpoints,5,gemini-3.1-pro-preview,2026-07-10T02:36:39.188Z,true,61464,36194,455,0.074097,17.541,6,4,0
kubectl-skill,diagnose_configmap,1,gemini-3.1-pro-preview,2026-07-10T02:37:08.705Z,true,51206,28145,318,0.0640105,17.013,6,3,0
kubectl-skill,diagnose_configmap,2,gemini-3.1-pro-preview,2026-07-10T02:37:42.170Z,true,51513,28144,370,0.06525,21.053,7,4,0
kubectl-skill,diagnose_configmap,3,gemini-3.1-pro-preview,2026-07-10T02:38:07.854Z,true,39238,16088,247,0.057308,13.135,4,1,0
kubectl-skill,diagnose_configmap,4,gemini-3.1-pro-preview,2026-07-10T02:38:35.251Z,true,41015,20118,360,0.056173,12.44,5,2,0
kubectl-skill,diagnose_configmap,5,gemini-3.1-pro-preview,2026-07-10T02:39:05.927Z,true,41181,20119,361,0.0565155,16.012,5,2,0
kubectl-skill,diagnose_readiness,1,gemini-3.1-pro-preview,2026-07-10T02:39:39.620Z,true,65114,40241,443,0.0751825,18.788,7,4,0
kubectl-skill,diagnose_readiness,2,gemini-3.1-pro-preview,2026-07-10T02:40:17.656Z,true,53487,28195,283,0.0680775,23.842,5,4,0
kubectl-skill,diagnose_readiness,3,gemini-3.1-pro-preview,2026-07-10T02:40:51.807Z,true,54173,28182,580,0.073033,19.234,6,3,0
kubectl-skill,diagnose_readiness,4,gemini-3.1-pro-preview,2026-07-10T02:41:34.971Z,true,54570,28187,498,0.0728355,29.496,6,3,0
kubectl-skill,diagnose_readiness,5,gemini-3.1-pro-preview,2026-07-10T02:42:09.184Z,true,51384,28173,543,0.0670245,19.298,5,2,0
kubectl-skill,healthy_namespace_check,1,gemini-3.1-pro-preview,2026-07-10T02:42:38.596Z,true,50818,32146,422,0.058481,16.104,7,4,0
kubectl-skill,healthy_namespace_check,2,gemini-3.1-pro-preview,2026-07-10T02:43:07.994Z,true,60643,40178,453,0.066455,16.248,7,4,0
kubectl-skill,healthy_namespace_check,3,gemini-3.1-pro-preview,2026-07-10T02:43:53.515Z,true,99003,64301,546,0.1081065,31.091,10,7,0
kubectl-skill,healthy_namespace_check,4,gemini-3.1-pro-preview,2026-07-10T02:44:31.825Z,true,65293,36213,413,0.0812225,24.429,7,5,0
kubectl-skill,healthy_namespace_check,5,gemini-3.1-pro-preview,2026-07-10T02:45:01.211Z,true,29785,12063,205,0.0439355,16.104,5,4,0
kubectl-skill,diagnose_multicontainer,1,gemini-3.1-pro-preview,2026-07-10T02:45:25.886Z,true,40930,12080,178,0.065876,11.231,4,3,0
kubectl-skill,diagnose_multicontainer,2,gemini-3.1-pro-preview,2026-07-10T02:45:55.814Z,true,39655,20114,245,0.052079,13.561,4,3,0
kubectl-skill,diagnose_multicontainer,3,gemini-3.1-pro-preview,2026-07-10T02:46:27.638Z,true,50215,28152,286,0.061634,17.819,5,4,0
kubectl-skill,diagnose_multicontainer,4,gemini-3.1-pro-preview,2026-07-10T02:46:58.501Z,true,68855,36133,344,0.0876385,16.22,7,4,0
kubectl-skill,diagnose_multicontainer,5,gemini-3.1-pro-preview,2026-07-10T02:47:28.671Z,true,59262,28100,373,0.08085,16.663,7,4,0
kubectl-skill,diagnose_imagepull,1,gemini-3.1-pro-preview,2026-07-10T02:47:55.695Z,true,49958,24126,411,0.068659,14.242,5,2,0
kubectl-skill,diagnose_imagepull,2,gemini-3.1-pro-preview,2026-07-10T02:48:24.611Z,true,51297,28132,494,0.066324,15,7,4,0
kubectl-skill,diagnose_imagepull,3,gemini-3.1-pro-preview,2026-07-10T02:48:52.328Z,true,41131,20113,453,0.0575285,14.795,6,3,0
kubectl-skill,diagnose_imagepull,4,gemini-3.1-pro-preview,2026-07-10T02:49:18.758Z,true,40758,20114,353,0.055581,13.365,5,2,0
kubectl-skill,diagnose_imagepull,5,gemini-3.1-pro-preview,2026-07-10T02:49:45.982Z,true,29390,12073,135,0.0422905,12.438,3,2,0
kubectl-skill,diagnose_unschedulable,1,gemini-3.1-pro-preview,2026-07-10T02:50:19.187Z,true,60172,32156,268,0.075326,20.003,6,3,0
kubectl-skill,diagnose_unschedulable,2,gemini-3.1-pro-preview,2026-07-10T02:50:45.754Z,true,39715,20117,248,0.0522305,12.823,4,3,0
kubectl-skill,diagnose_unschedulable,3,gemini-3.1-pro-preview,2026-07-10T02:51:16.690Z,true,51464,28149,493,0.0666205,15.183,6,3,0
kubectl-skill,diagnose_unschedulable,4,gemini-3.1-pro-preview,2026-07-10T02:51:48.517Z,true,51097,28138,455,0.065447,15.995,7,4,0
kubectl-skill,diagnose_unschedulable,5,gemini-3.1-pro-preview,2026-07-10T02:52:29.197Z,true,60749,32163,400,0.0780535,27.688,6,3,0
kubectl-skill,diagnose_rollout,1,gemini-3.1-pro-preview,2026-07-10T02:53:08.297Z,true,54612,32205,636,0.0685485,24.698,7,4,0
kubectl-skill,diagnose_rollout,2,gemini-3.1-pro-preview,2026-07-10T02:53:43.446Z,true,54848,32209,676,0.0694945,20.434,7,4,0
kubectl-skill,diagnose_rollout,3,gemini-3.1-pro-preview,2026-07-10T02:54:16.897Z,true,54072,32204,577,0.066762,18.948,6,3,0
kubectl-skill,diagnose_rollout,4,gemini-3.1-pro-preview,2026-07-10T02:54:52.194Z,true,65405,36216,663,0.084442,21.677,7,4,0
kubectl-skill,diagnose_rollout,5,gemini-3.1-pro-preview,2026-07-10T02:55:27.877Z,true,55276,28178,652,0.076109,21.441,7,4,0
kubectl,diagnose_configmap,1,gemini-3.1-pro-preview,2026-07-10T03:37:14.405Z,true,28936,12072,159,0.041672,9.746,3,2,0
kubectl,diagnose_configmap,2,gemini-3.1-pro-preview,2026-07-10T03:37:38.279Z,true,39509,20101,233,0.0516625,11.915,5,2,0
kubectl,diagnose_configmap,3,gemini-3.1-pro-preview,2026-07-10T03:38:08.939Z,true,39449,20101,243,0.0516625,18.352,5,2,0
kubectl,diagnose_configmap,4,gemini-3.1-pro-preview,2026-07-10T03:38:41.150Z,true,39796,20105,322,0.0532985,19.843,5,2,0
kubectl,diagnose_configmap,5,gemini-3.1-pro-preview,2026-07-10T03:39:11.441Z,true,28845,12070,154,0.041433,15.745,3,2,0
kubectl,diagnose_init,1,gemini-3.1-pro-preview,2026-07-10T03:39:54.506Z,true,60829,32169,384,0.0780125,29.795,6,3,0
kubectl,diagnose_init,2,gemini-3.1-pro-preview,2026-07-10T03:40:40.423Z,true,73958,40222,421,0.092635,33.341,7,4,0
kubectl,diagnose_init,3,gemini-3.1-pro-preview,2026-07-10T03:41:31.035Z,true,62348,36183,341,0.0745135,36.773,7,4,0
kubectl,diagnose_init,4,gemini-3.1-pro-preview,2026-07-10T03:42:12.608Z,true,51485,28147,395,0.0654895,28.797,7,4,0
kubectl,diagnose_init,5,gemini-3.1-pro-preview,2026-07-10T03:42:45.814Z,true,49208,24095,379,0.0668215,20.941,7,4,0
kubectl,diagnose_multicontainer,1,gemini-3.1-pro-preview,2026-07-10T03:43:18.569Z,true,40829,20133,168,0.0534745,16.878,4,3,0
kubectl,diagnose_multicontainer,2,gemini-3.1-pro-preview,2026-07-10T03:43:47.321Z,true,49535,24124,322,0.066748,15.939,5,4,0
kubectl,diagnose_multicontainer,3,gemini-3.1-pro-preview,2026-07-10T03:44:15.417Z,true,49097,24098,431,0.067219,13.702,6,3,0
kubectl,diagnose_multicontainer,4,gemini-3.1-pro-preview,2026-07-10T03:44:47.901Z,true,50774,28136,516,0.065536,19.45,7,4,0
kubectl,diagnose_multicontainer,5,gemini-3.1-pro-preview,2026-07-10T03:45:25.855Z,true,69330,36142,400,0.089247,24.188,7,4,0
kubectl,diagnose_rollout,1,gemini-3.1-pro-preview,2026-07-10T03:45:58.918Z,true,42276,24159,696,0.0566655,19.469,5,2,0
kubectl,diagnose_rollout,2,gemini-3.1-pro-preview,2026-07-10T03:46:33.478Z,true,53050,28171,588,0.0708995,18.735,6,3,0
kubectl,diagnose_rollout,3,gemini-3.1-pro-preview,2026-07-10T03:47:05.243Z,true,52206,28160,505,0.068232,17.751,6,3,0
kubectl,diagnose_rollout,4,gemini-3.1-pro-preview,2026-07-10T03:47:36.781Z,true,41976,24138,662,0.055689,18.103,6,3,0
kubectl,diagnose_rollout,5,gemini-3.1-pro-preview,2026-07-10T03:48:13.572Z,true,41759,24152,588,0.054346,18.952,5,2,0
kubectl,diagnose_pvc,1,gemini-3.1-pro-preview,2026-07-10T03:48:49.414Z,true,83162,48224,667,0.101992,22.31,8,5,0
kubectl,diagnose_pvc,2,gemini-3.1-pro-preview,2026-07-10T03:49:25.869Z,true,80434,48187,519,0.0948155,22.947,8,5,0
kubectl,diagnose_pvc,3,gemini-3.1-pro-preview,2026-07-10T03:50:04.380Z,true,71494,40192,549,0.089288,24.846,7,4,0
kubectl,diagnose_pvc,4,gemini-3.1-pro-preview,2026-07-10T03:50:44.374Z,true,73108,44196,707,0.088406,25.289,9,6,0
kubectl,diagnose_pvc,5,gemini-3.1-pro-preview,2026-07-10T03:51:20.204Z,true,72276,44190,667,0.086271,22.358,8,5,0
kubectl,cluster_triage,1,gemini-3.1-pro-preview,2026-07-10T03:53:00.244Z,true,339571,249799,2377,0.3329675,83.779,22,19,0
kubectl,cluster_triage,2,gemini-3.1-pro-preview,2026-07-10T03:54:05.399Z,true,111212,72701,2339,0.1414405,48.554,22,18,0
kubectl,cluster_triage,3,gemini-3.1-pro-preview,2026-07-10T03:55:19.109Z,true,123217,84322,3022,0.156215,57.298,28,24,0
kubectl,cluster_triage,4,gemini-3.1-pro-preview,2026-07-10T03:56:38.431Z,true,174741,121504,1924,0.190314,61.398,10,7,0
kubectl,cluster_triage,5,gemini-3.1-pro-preview,2026-07-10T03:57:39.225Z,true,119023,84831,2120,0.1362395,44.507,18,15,0
kubectl,diagnose_crashloop,1,gemini-3.1-pro-preview,2026-07-10T03:58:10.421Z,true,48240,20074,365,0.070749,17.244,6,3,0
kubectl,diagnose_crashloop,2,gemini-3.1-pro-preview,2026-07-10T03:58:40.863Z,true,49451,24103,449,0.0681355,17.773,6,3,0
kubectl,diagnose_crashloop,3,gemini-3.1-pro-preview,2026-07-10T03:59:08.621Z,true,48485,20077,355,0.0711145,14.993,6,3,0
kubectl,diagnose_crashloop,4,gemini-3.1-pro-preview,2026-07-10T03:59:42.780Z,true,61245,28129,437,0.0855405,20.503,7,4,0
kubectl,diagnose_crashloop,5,gemini-3.1-pro-preview,2026-07-10T04:00:07.907Z,true,38315,12061,161,0.0604705,12.345,4,3,0
kubectl,diagnose_imagepull,1,gemini-3.1-pro-preview,2026-07-10T04:00:45.783Z,true,59355,28131,407,0.0813975,19.069,6,3,0
kubectl,diagnose_imagepull,2,gemini-3.1-pro-preview,2026-07-10T04:01:12.245Z,true,40684,20116,415,0.056174,13.547,5,2,0
kubectl,diagnose_imagepull,3,gemini-3.1-pro-preview,2026-07-10T04:01:36.133Z,true,49474,24127,332,0.0667415,12.091,5,2,0
kubectl,diagnose_imagepull,4,gemini-3.1-pro-preview,2026-07-10T04:02:00.465Z,true,28976,12063,237,0.0427015,11.986,4,2,0
kubectl,diagnose_imagepull,5,gemini-3.1-pro-preview,2026-07-10T04:02:25.270Z,true,40253,20111,341,0.0544315,10.794,5,2,0
kubectl,healthy_namespace_check,1,gemini-3.1-pro-preview,2026-07-10T04:03:04.500Z,true,117626,60545,631,0.1520065,25.429,9,6,0
kubectl,healthy_namespace_check,2,gemini-3.1-pro-preview,2026-07-10T04:04:16.073Z,true,557779,447566,733,0.453005,57.326,17,14,0
kubectl,healthy_namespace_check,3,gemini-3.1-pro-preview,2026-07-10T04:04:52.924Z,true,49534,24123,254,0.0659315,21.779,5,4,0
kubectl,healthy_namespace_check,4,gemini-3.1-pro-preview,2026-07-10T04:05:30.096Z,true,94011,48356,385,0.120108,24.643,8,5,0
kubectl,healthy_namespace_check,5,gemini-3.1-pro-preview,2026-07-10T04:06:23.616Z,true,172066,113202,444,0.179657,39.507,11,10,0
